step,type,amount,name_orig,old_balance_orig,new_balance_orig,name_dest,old_balance_dest,new_balance_dest,is_fraud,is_flagged_fraud
500,CASH_IN,36916.53,C625312079,5021.93,0.0,C315731739,4807.65,41724.18,0,0
212,CASH_IN,349.2,C189599574,7206.37,6857.17,C759588781,14975.03,15324.23,0,0
297,PAYMENT,2702.24,C711342631,21238.49,18536.25,M364115901,27936.63,30638.87,0,0
246,CASH_IN,123.87,C450207378,408884.11,408760.24,C247771857,461.0,584.87,0,0
693,PAYMENT,6347.69,C558193553,348.66,0.0,M959106168,11703.84,18051.53,0,0
353,CASH_OUT,4223.12,C467957097,45928.07,41704.95,C762337299,714.93,4938.05,0,0
504,CASH_OUT,3079.47,C554271547,5296.41,2216.94,C807852562,6936.42,10015.89,0,0
65,DEBIT,3155.89,C199673051,11568.02,8412.13,C656923483,4915.55,8071.44,0,0
329,CASH_OUT,26438.66,C569540747,68680.97,42242.31,C909015983,278.93,26717.59,0,0
642,PAYMENT,10741.93,C931055369,3873.1,0.0,M462453938,4887.52,15629.45,0,0
393,CASH_IN,428.67,C330315521,2050.71,1622.04,C740098973,34045.72,34474.39,0,0
467,CASH_IN,544.16,C282006628,2782.34,2238.18,C603371841,16641.1,17185.26,0,0
338,CASH_IN,14199.54,C370403259,19646.31,5446.77,C674238957,10539.01,24738.55,0,0
424,CASH_OUT,410.15,C284850149,22834.3,22424.15,C674456594,2106.62,2516.77,0,0
200,CASH_IN,20322.95,C408512877,659454.49,639131.54,C230442293,2456.24,22779.19,0,0
342,CASH_OUT,6459.61,C125224761,84498.78,78039.17,C301680373,5387.39,11847.0,0,0
291,CASH_OUT,4752.92,C531914265,1103.47,0.0,C113287821,47781.2,52534.12,0,0
319,PAYMENT,2404.32,C736466527,18350.35,15946.03,M546481207,7899.81,10304.13,0,0
452,TRANSFER,12702.88,C449786026,61.92,0.0,C578729894,16595.74,29298.62,0,0
662,DEBIT,1405.03,C899831791,1599.31,194.28,C417584143,2726.11,4131.14,0,0
717,PAYMENT,3100.31,C438554477,807.95,0.0,M427025998,1071.75,4172.06,0,0
552,DEBIT,1905.24,C252911531,850.97,0.0,C223373322,14396.49,16301.73,0,0
501,TRANSFER,9921.44,C333722438,1059.81,0.0,C760126127,955.4,10876.84,0,0
676,TRANSFER,888.25,C289937837,45556.49,44668.24,C213529140,1546.19,2434.44,0,0
338,CASH_OUT,2391.93,C450019254,177243.19,174851.26,C647719535,22132.8,24524.73,0,0
502,TRANSFER,12139.15,C605810874,17267.48,5128.33,C400105896,3102.56,15241.71,0,0
360,CASH_IN,3426.94,C162367316,1826.32,0.0,C334010149,76536.51,79963.45,0,0
349,CASH_IN,2319.56,C171176056,4970.25,2650.69,C323335740,23627.49,25947.05,0,0
682,DEBIT,29253.62,C507211168,7558.87,0.0,C500952886,5473.39,34727.01,0,0
559,CASH_IN,6434.08,C856584094,7749.76,1315.68,C811626723,809.68,7243.76,0,0
331,PAYMENT,18902.9,C844435313,1157.47,0.0,M548956032,1784.82,20687.72,0,0
577,TRANSFER,17223.01,C560452917,19568.08,2345.07,C840595302,51171.41,68394.42,0,0
559,CASH_OUT,486.56,C626549958,5137.31,4650.75,C947400166,430.14,916.7,0,0
301,DEBIT,36866.3,C614665184,654.42,0.0,C628236276,1357.33,38223.63,0,0
234,CASH_IN,197.54,C430630107,9460.84,9263.3,C193177889,29894.95,30092.49,0,0
348,CASH_OUT,2474.33,C899149459,180.21,0.0,C355931176,40973.23,43447.56,0,0
713,TRANSFER,12275.44,C934086955,2428.9,0.0,C787326606,2642.95,14918.39,0,0
270,CASH_OUT,846.36,C992524527,7609.69,6763.33,C193708212,11568.29,12414.65,0,0
435,CASH_IN,760.42,C495828745,8257.02,7496.6,C933798616,51952.87,52713.29,0,0
139,PAYMENT,3155.96,C755924347,11348.92,8192.96,M884190032,300.44,3456.4,0,0
457,TRANSFER,1487.82,C552669427,2927.48,1439.66,C510645316,1377.09,2864.91,0,0
432,DEBIT,46554.63,C920804252,4836.13,0.0,C268577423,1123.8,47678.43,0,0
432,CASH_IN,6802.05,C978313939,46302.85,39500.8,C635618154,14378.78,21180.83,0,0
242,CASH_IN,234.67,C751637042,5859.29,5624.62,C350285398,958.66,1193.33,0,0
385,CASH_OUT,1580.12,C573090737,97019.94,95439.82,C830252212,4788.66,6368.78,0,0
466,PAYMENT,4141.06,C374795014,7957.25,3816.19,M434356141,63223.59,67364.65,0,0
35,CASH_IN,3528.27,C889587157,2036.05,0.0,C834117292,9377.56,12905.83,0,0
258,TRANSFER,2505.45,C317940399,15686.65,13181.2,C728578865,1444.09,3949.54,0,0
125,PAYMENT,4487.73,C904605137,179.66,0.0,M928997771,989.36,5477.09,0,0
533,CASH_IN,55952.54,C299726806,457.71,0.0,C856573694,1134.76,57087.3,0,0
13,CASH_IN,13486.6,C333899402,2885.08,0.0,C820767764,306141.0,319627.6,0,0
37,DEBIT,7108.38,C768157188,-3795.08,0.0,C889992984,7895.94,15004.32,0,0
344,CASH_OUT,7608.67,C891413567,18618.34,11009.67,C910994044,4041.86,11650.53,0,0
188,TRANSFER,4603.63,C612555401,11681.15,7077.52,C890280450,3323.25,7926.88,0,0
498,CASH_IN,8654.22,C312705378,28632.33,19978.11,C838178324,971.58,9625.8,0,0
55,CASH_OUT,1923.93,C326736852,712.49,0.0,C185614320,140953.77,142877.7,0,0
448,CASH_IN,218.26,C526685057,14320.66,14102.4,C523663593,6550.95,6769.21,0,0
447,DEBIT,3554.54,C854114441,6982.89,3428.35,C486158803,84.83,3639.37,0,0
514,CASH_IN,9659.11,C386452248,6133.02,0.0,C609909044,7000.15,16659.26,0,0
521,TRANSFER,484.51,C635132611,6224.66,5740.15,C868955024,111240.2,111724.71,0,0
479,TRANSFER,1585.98,C664737697,9738.98,8153.0,C689599717,781.12,2367.1,0,0
312,TRANSFER,3230.98,C475440566,5363.04,2132.06,C637483342,17469.68,20700.66,0,0
635,PAYMENT,23.92,C886472984,5002.0,4978.08,M481735764,79.3,103.22,0,0
718,PAYMENT,2513.92,C723816979,416943.18,414429.26,M612271063,12034.31,14548.23,0,0
102,CASH_IN,1641.28,C413825593,1095.82,0.0,C742948039,73689.28,75330.56,0,0
470,CASH_IN,14898.69,C745980415,3805.36,0.0,C415367227,22844.77,37743.46,0,0
69,PAYMENT,24248.4,C795039752,3599.21,0.0,M757275344,13698.28,37946.68,0,0
385,CASH_IN,54540.63,C732333113,5215.34,0.0,C860718197,6159.09,60699.72,0,0
231,CASH_OUT,,C785709830,4348.27,0.0,C870681986,25402.72,47019.83,0,0
363,TRANSFER,4671.17,C203545166,930.44,0.0,C122281355,17662.09,22333.26,0,0
665,TRANSFER,3967.54,C875996878,25640.91,21673.37,C938829846,300.01,4267.55,0,0
137,CASH_OUT,2374.44,C918110632,14931.36,12556.92,C629541222,946.34,3320.78,0,0
408,TRANSFER,1702.63,C521424499,101989.75,100287.12,C658586732,16962.29,18664.92,0,0
556,PAYMENT,1302.37,C808971113,15471.45,14169.08,M751162381,349.46,1651.83,0,0
538,TRANSFER,3178.78,C423915957,528.84,0.0,C256874263,3243.12,6421.9,0,0
22,CASH_IN,811.42,C345861757,2945.08,2133.66,C301095284,190747.1,191558.52,0,0
339,PAYMENT,751.14,C164929755,8327.72,7576.58,M788780422,1636.85,2387.99,0,0
51,CASH_OUT,79822.2,C440218636,1335.92,0.0,C250120235,2069.47,81891.67,0,0
97,DEBIT,23149.55,C203766567,143678.38,120528.83,C392681878,35411.41,58560.96,0,0
41,CASH_OUT,2213.48,C888484736,6647.03,4433.55,C575646446,364908.41,367121.89,0,0
383,PAYMENT,7665.36,C202207289,1102.86,0.0,M966018222,637.18,8302.54,0,0
222,CASH_OUT,179410.17,C462182751,23511.75,0.0,C290891393,1634.99,181045.16,1,0
290,TRANSFER,3934.01,C744448030,1156.71,0.0,C501109631,233139.83,237073.84,0,0
448,PAYMENT,6370.64,C156955965,36621.76,30251.12,M367048501,20472.08,26842.72,0,0
428,TRANSFER,4209.95,C840181269,3586.77,0.0,C175865465,97757.42,101967.37,0,0
553,CASH_IN,2303.17,C390418981,11777.54,9474.37,C944560318,1492.17,3795.34,0,0
169,TRANSFER,682.32,C910854612,59883.04,59200.72,C871483223,6696.3,7378.62,0,0
490,TRANSFER,479.09,C157700026,19018.75,18539.66,C423221485,2164.13,2643.22,0,0
211,DEBIT,24880.07,C659965274,1154.36,0.0,C555437118,9644.7,34524.77,0,0
455,TRANSFER,1979.26,C527811963,30341.17,28361.91,C175011403,6445.72,8424.98,0,0
712,CASH_OUT,7401.64,C906434044,30978.45,23576.81,C709668916,13179.74,20581.38,0,0
422,PAYMENT,1369.46,C627114831,3359.95,1990.49,M504532188,16042.42,17411.88,0,0
117,CASH_OUT,16706.91,C783628323,208896.95,192190.04,C310625703,3789.65,20496.56,0,0
308,DEBIT,577.0,C777554214,1001.48,424.48,C444527118,81419.56,81996.56,0,0
70,PAYMENT,6594.8,C401446664,57172.13,50577.33,M874445011,268.59,6863.39,0,0
124,CASH_OUT,2302.84,C469848428,270800.42,268497.58,C895682246,16331.78,18634.62,0,0
682,CASH_OUT,5848.53,C649873737,101709.44,95860.91,C773162209,9971.23,15819.76,0,0
701,CASH_OUT,4963.09,C426599714,2125.61,0.0,C699655102,11726.7,16689.79,0,0
601,TRANSFER,975.5,C865817353,155.2,0.0,C489415149,188405.82,189381.32,0,0
68,CASH_OUT,5688.92,C291396912,25379.37,19690.45,C154248940,4541.05,10229.97,0,0
533,CASH_IN,3677.59,C922446013,191.24,0.0,C456236597,19469.51,23147.1,0,0
44,TRANSFER,1381.55,C434806124,46322.34,44940.79,C151252811,86965.03,88346.58,0,0
180,CASH_IN,90.59,C400290390,228.66,138.07,C211671011,5104.41,5195.0,0,0
33,PAYMENT,9789.62,C330774128,26474.07,16684.45,M534278313,72800.17,82589.79,0,0
188,DEBIT,593.55,C361616142,1726.15,1132.6,C957081565,3951.59,4545.14,0,0
741,PAYMENT,611.94,C366556457,2954.95,2343.01,M333784911,6943.46,7555.4,0,0
210,CASH_IN,3676.42,C420985001,46502.03,42825.61,C977515373,10918.43,14594.85,0,0
319,CASH_OUT,641.82,C167222962,3230.53,2588.71,C413914076,5098.53,5740.35,0,0
127,PAYMENT,2618.54,C961009470,47580.42,44961.88,M650374336,788.5,3407.04,0,0
494,TRANSFER,764.13,C987313465,1076.38,312.25,C522547938,2877.3,3641.43,0,0
77,CASH_OUT,223959.56,C915661021,1975.2,0.0,C615745104,870.92,224830.48,0,0
621,PAYMENT,1485.35,C807939070,9152.26,7666.91,M974657361,145.25,1630.6,0,0
145,DEBIT,5663.25,C789117713,64668.31,59005.06,C754658919,970.49,6633.74,0,0
101,CASH_OUT,11511.87,C137648585,8841.23,0.0,C975794426,6883.31,18395.18,0,0
507,CASH_IN,210.76,C245799056,35851.57,35640.81,C632285587,23062912.72,23063123.48,0,0
555,DEBIT,106.62,C923509092,10875.33,10768.71,C243216942,15057.31,15163.93,0,0
726,CASH_IN,13696.83,C465772951,4800.56,0.0,C193302571,1524.72,15221.55,0,0
346,PAYMENT,9286.55,C121244747,291.41,0.0,M886022344,88286.37,97572.92,0,0
701,PAYMENT,320.76,C709274948,10745.98,10425.22,M552936973,11250.84,11571.6,0,0
83,CASH_OUT,2438.88,C341497749,7472.21,5033.33,C254373219,4059.2,6498.08,0,0
704,DEBIT,1079.5,C164819034,25181.5,24102.0,C811286817,69939.79,71019.29,0,0
601,DEBIT,6669.2,C518205755,129.73,0.0,C976677553,5083.2,11752.4,0,0
638,CASH_IN,2501.14,C550698743,12637.39,10136.25,C850648261,4782.7,7283.84,0,0
95,DEBIT,2199.6,C755336261,6447.19,4247.59,C525625680,19796.61,21996.21,0,0
176,PAYMENT,924.96,C616924489,459409.98,458485.02,M198683283,80568.07,81493.03,0,0
360,DEBIT,1959.08,C619944229,-5223.24,3264.16,C155313724,6357.77,8316.85,0,0
325,PAYMENT,2439.04,C841009449,97225.1,94786.06,M670466550,28282.97,30722.01,0,0
520,PAYMENT,111.29,C568017408,1915.32,1804.03,M274922063,4038.38,4149.67,0,0
453,CASH_OUT,517.7,C649239553,22811.3,22293.6,C499469864,19795.7,20313.4,0,0
474,PAYMENT,901.58,C203647679,1283.78,382.2,M825950352,145303.82,146205.4,0,0
126,PAYMENT,21.35,C291056757,82811.72,82790.37,M170689230,25897.39,25918.74,0,0
605,TRANSFER,1102.65,C712822752,4454.23,3351.58,C309347197,3214.43,4317.08,0,0
89,TRANSFER,4593.31,C628983491,77151.3,72557.99,C507682795,97880.68,102473.99,0,0
2,PAYMENT,1393.65,C814959333,7179.32,5785.67,M907570451,173496.87,174890.52,0,0
653,PAYMENT,316.66,C112141774,28104.83,27788.17,M101550733,1240.52,1557.18,0,0
176,CASH_OUT,10773.71,C794371048,9670.1,0.0,C570893852,21520.72,32294.43,0,0
435,TRANSFER,1896.88,C932009476,9533.03,7636.15,C272685789,69161.41,71058.29,0,0
314,DEBIT,3770.14,C461672290,22553.53,18783.39,C296536135,240.09,4010.23,0,0
518,PAYMENT,655.55,C411622296,1613.81,958.26,M310403904,7666.64,8322.19,0,0
717,CASH_IN,1810.1,C111412132,2884.49,1074.39,C335593849,8155.66,9965.76,0,0
559,TRANSFER,56050.08,C633626769,1249.68,0.0,C637635066,56302.45,112352.53,0,0
431,CASH_IN,2943.2,C940839948,30040.47,27097.27,C407993947,15116.7,18059.9,0,0
349,PAYMENT,7896.08,C994957896,17786.54,9890.46,M705627840,8650.8,16546.88,0,0
612,DEBIT,143.63,C194145050,258755.77,258612.14,C807260534,2354.62,2498.25,0,0
425,TRANSFER,333.8,C682825208,61151.02,60817.22,C793137089,336242.38,336576.18,0,0
616,DEBIT,612.64,C799142532,1053.43,440.79,C648899599,3541.71,4154.35,0,0
714,PAYMENT,2216.57,C391780469,13176.35,10959.78,M746628295,173916.07,176132.64,0,0
716,CASH_OUT,14749.54,C291572899,1225.93,0.0,C108277313,10314.4,25063.94,0,0
740,CASH_OUT,4500.9,C724174298,2254.96,0.0,C251633666,32793.5,37294.4,0,0
388,CASH_OUT,52905.95,C693680484,7312.53,0.0,C532352606,4379.21,57285.16,0,0
483,TRANSFER,8896.28,C127524060,9230.8,334.52,C795969744,87660.38,96556.66,0,0
482,CASH_OUT,13381.88,C494115973,3855.64,0.0,C499600595,584.5,13966.38,0,0
545,PAYMENT,,C495179212,15610.97,0.0,M944100936,55915.58,112417.07,0,0
336,DEBIT,283.9,C619810737,4555.12,4271.22,C857174257,2455.5,2739.4,0,0
333,PAYMENT,82.48,C330171267,1906.08,1823.6,M104570546,5934.62,6017.1,0,0
147,TRANSFER,3941.35,C379882496,5419.33,1477.98,C902346009,2945.61,6886.96,0,0
295,PAYMENT,7008.98,C320249577,9452.36,2443.38,M119397713,3921.98,10930.96,0,0
115,TRANSFER,8955.5,C338907227,380.21,0.0,C238476097,2427.95,11383.45,0,0
178,CASH_OUT,4122.47,C471527221,5224596.11,5220473.64,C594452606,16401.68,20524.15,0,0
20,DEBIT,3799.56,C377760052,-1614.67,0.0,C181631298,953.04,4752.6,0,0
168,CASH_OUT,6219.07,C552649731,94703.33,88484.26,C522232838,115472.31,121691.38,0,0
245,DEBIT,2579.08,C843259526,-20139.03,17559.95,C956578764,10821.19,13400.27,0,0
4,DEBIT,591.1,C714175020,225.49,0.0,C401985014,17900.0,18491.1,0,0
379,DEBIT,684.82,C893616375,13756.44,13071.62,C794568762,2372.73,3057.55,0,0
238,PAYMENT,4493.51,C205274753,22326.2,17832.69,M407595031,3727.46,8220.97,0,0
155,TRANSFER,1071.79,C808129103,1184.86,113.07,C555210892,21804.68,22876.47,0,0
182,PAYMENT,,C256217197,42490.17,30797.85,M967529687,15621.08,27313.4,0,0
504,DEBIT,4217.7,C570721017,3235.16,0.0,C560066783,9886.56,14104.26,0,0
207,CASH_IN,97.86,C696393932,1637.61,1539.75,C263445894,13350.11,13447.97,0,0
61,TRANSFER,2301.28,C616776335,33193.51,30892.23,C175448993,24327.32,26628.6,0,0
51,CASH_IN,223.93,C255142813,2270.76,2046.83,C373876865,45532.08,45756.01,0,0
539,DEBIT,5310.7,C929498254,61269.99,55959.29,C868850306,5884.72,11195.42,0,0
694,TRANSFER,14587.8,C913781269,15895.77,1307.97,C560178847,1888.49,16476.29,0,0
116,DEBIT,11151.75,C775342039,17773.27,6621.52,C593732576,208467.67,219619.42,0,0
246,TRANSFER,16262.04,C741900872,3448.61,0.0,C747469787,15664.17,31926.21,0,0
628,PAYMENT,2404.7,C613610475,11060.41,8655.71,M747515094,3463.61,5868.31,0,0
674,CASH_OUT,970.71,C912643686,25308.04,24337.33,C939053963,1070.59,2041.3,0,0
628,CASH_OUT,10860.09,C922271870,3882.66,0.0,C318040975,2781.83,13641.92,0,0
518,CASH_OUT,7417.88,C310122263,6106.11,0.0,C877868949,242150.19,249568.07,0,0
540,CASH_OUT,3623.5,C579004542,9785.75,6162.25,C979326751,36545.72,40169.22,0,0
568,PAYMENT,455.93,C650151436,10648.07,10192.14,M325755378,1132019.67,1132475.6,0,0
737,TRANSFER,505.69,C955200201,6024.71,5519.02,C527947868,28957.93,29463.62,0,0
595,TRANSFER,3592.44,C949247771,347.32,0.0,C668353880,13680.42,17272.86,0,0
354,CASH_OUT,10085.05,C650534918,3516.29,0.0,C231812896,791.2,10876.25,0,0
216,PAYMENT,41180.58,C698383118,4016.54,0.0,M873006137,59274.08,100454.66,0,0
552,PAYMENT,5802.3,C210054513,219.35,0.0,M506833412,2765.22,8567.52,0,0
185,DEBIT,20347.92,C897551676,770314.73,749966.81,C252525807,1823.96,22171.88,0,0
341,CASH_OUT,5883.67,C139884201,3743.34,0.0,C627373961,370.07,6253.74,0,0
728,TRANSFER,198.04,C778399427,8734.98,8536.94,C761097709,52778.32,52976.36,0,0
492,CASH_OUT,937.51,C683492827,7150.82,6213.31,C626657848,231157.74,232095.25,0,0
647,CASH_OUT,2578.0,C486449488,3210.53,632.53,C242882297,4715.06,7293.06,0,0
594,CASH_IN,1351.52,C748145839,4947.39,3595.87,C661319475,115708.94,117060.46,0,0
386,CASH_IN,2300.52,C654495151,149247.71,146947.19,C374503766,51684.41,53984.93,0,0
414,TRANSFER,895.98,C132728310,2698.43,1802.45,C816072093,5414.9,6310.88,0,0
214,CASH_OUT,2948.45,C410650016,29967.63,27019.18,C289525810,14772.18,17720.63,0,0
632,TRANSFER,2344.43,C878139872,2866.54,522.11,C476742590,1385.17,3729.6,0,0
555,CASH_IN,1420.33,C523710064,13717.59,12297.26,C597892233,146.43,1566.76,0,0
737,CASH_OUT,1085.63,C265636372,15473.62,14387.99,C538436344,3503.2,4588.83,0,0
190,PAYMENT,2358.39,C674028824,105138.9,102780.51,M194678927,9491.73,11850.12,0,0
461,CASH_IN,190403.7,C533962612,777.86,0.0,C572840265,47494.47,237898.17,0,0
455,PAYMENT,7276.77,C966013121,220236.64,212959.87,M930861334,44799.25,52076.02,0,0
424,TRANSFER,3512.17,C575820553,1431.8,0.0,C820146486,12511.97,16024.14,0,0
719,CASH_OUT,1612.68,C746128345,15849.0,14236.32,C617705171,996.43,2609.11,0,0
546,CASH_IN,4582.01,C172596116,133271.83,128689.82,C753698050,481577.73,486159.74,0,0
368,CASH_IN,3224.71,C800145320,145038.14,141813.43,C718718727,13299.33,16524.04,0,0
272,PAYMENT,343.91,C561928234,106046.34,105702.43,M638349926,4309.58,4653.49,0,0
583,TRANSFER,18021.3,C344462738,5877.76,0.0,C333225456,246703.46,264724.76,0,0
371,CASH_IN,24303.45,C331426409,902.53,0.0,C843191092,34359.62,58663.07,0,0
288,PAYMENT,2219.33,C146066994,5767.54,3548.21,M817939430,48214.16,50433.49,0,0
162,PAYMENT,9450.8,C375187208,35711.13,26260.33,M250630817,981.77,10432.57,0,0
121,PAYMENT,1999.05,C159412562,20888.53,18889.48,M861482182,1960.53,3959.58,0,0
248,CASH_OUT,6744.58,C262592152,10053.61,3309.03,C400276937,8886.67,15631.25,0,0
710,TRANSFER,23175.5,C607057894,2022.31,0.0,C634828395,289896.66,313072.16,0,0
399,CASH_OUT,665.74,C476007217,38170.83,37505.09,C216690564,1485.5,2151.24,0,0
550,TRANSFER,7318.73,C393930077,8175.42,856.69,C937441569,15155.62,22474.35,0,0
114,TRANSFER,650.35,C759397006,7237.79,6587.44,C676085193,85059.05,85709.4,0,0
403,PAYMENT,1252.2,C187039633,47210.36,45958.16,M327069352,11420.18,12672.38,0,0
595,CASH_OUT,5674.07,C423352791,1740.35,0.0,C123019201,1163.9,6837.97,0,0
244,PAYMENT,18897.28,C491195990,154376.36,135479.08,M607400000,131007.95,149905.23,0,0
271,CASH_OUT,12403.79,C601551864,8084.23,0.0,C532670429,1217.34,13621.13,0,0
614,CASH_OUT,18302.79,C691344488,812.42,0.0,C473919956,1745.37,20048.16,0,0
151,PAYMENT,54849.72,C967584245,2337.93,0.0,M525995235,1921.63,56771.35,0,0
331,TRANSFER,5425.89,C137066047,158.72,0.0,C112074503,56972.66,62398.55,0,0
144,PAYMENT,8945.84,C693517472,16985.6,8039.76,M826812728,1062.75,10008.59,0,0
233,DEBIT,148.78,C645591901,2056.96,1908.18,C796145521,51857.48,52006.26,0,0
538,DEBIT,692.67,C931912895,1257.76,565.09,C950489632,65844.11,66536.78,0,0
28,CASH_IN,3447.25,C721634675,9086597.99,9083150.74,C767776944,48848.42,52295.67,0,0
524,TRANSFER,3209.77,C560350951,27592.19,24382.42,C565670860,16819.78,20029.55,0,0
165,TRANSFER,10585.51,C941951594,4244.3,0.0,C848690416,33328.5,43914.01,0,0
661,DEBIT,1185.99,C956207725,15301.54,14115.55,C436096648,302.88,1488.87,0,0
335,CASH_IN,10330.9,C169574193,3037.47,0.0,C386993283,1369.49,11700.39,0,0
30,TRANSFER,501.73,C433353242,1664.48,1162.75,C640328954,1603.84,2105.57,0,0
229,PAYMENT,1529.8,C470162396,26180.05,24650.25,M873990734,7854.75,9384.55,0,0
500,TRANSFER,3987.27,C502338948,1096.77,0.0,C393364601,168505.06,172492.33,0,0
294,CASH_OUT,4969.62,C953463584,60503.33,55533.71,C445308178,1757.23,6726.85,0,0
391,CASH_OUT,1291.22,C415334241,1470.77,179.55,C764240510,1444.58,2735.8,0,0
402,TRANSFER,1064.24,C207729007,78471.19,77406.95,C868600893,71788.08,72852.32,0,0
500,CASH_IN,8724.32,C636300594,497.47,0.0,C874809831,12130.29,20854.61,0,0
620,TRANSFER,7280.23,C782907770,3259.55,0.0,C577417410,4312.82,11593.05,0,0
146,PAYMENT,1334.47,C260523164,1672.69,338.22,M272553551,2937.6,4272.07,0,0
715,CASH_OUT,8781.24,C560935934,9246.24,465.0,C430149278,9823.16,18604.4,0,0
692,PAYMENT,877.78,C190810171,77301.56,76423.78,M911966441,38538.43,39416.21,0,0
248,DEBIT,15725.55,C354415287,307833.0,292107.45,C136658629,1023.75,16749.3,0,0
152,CASH_IN,17517.57,C633411426,8633.58,0.0,C111927593,2307.31,19824.88,0,0
472,CASH_OUT,765.0,C932327610,2058.36,1293.36,C490110809,2510.02,3275.02,0,0
488,CASH_IN,7966.71,C550407129,4415.76,0.0,C964289769,1158178.91,1166145.62,0,0
482,TRANSFER,60227.12,C920322145,2464.47,0.0,C843965556,2795.51,63022.63,0,0
711,PAYMENT,851.58,C704519151,757.91,0.0,M361174032,48038.65,48890.23,0,0
709,TRANSFER,4195.85,C141554893,124316.89,120121.04,C442719682,5011.85,9207.7,0,0
259,CASH_IN,1586.41,C484770122,12485.07,10898.66,C358041819,9693.59,11280.0,0,0
387,TRANSFER,2531.33,C796948412,30237.62,27706.29,C738164312,701.47,3232.8,0,0
120,CASH_IN,2821.13,C566903778,46821.54,44000.41,C653751947,982.13,3803.26,0,0
159,CASH_IN,1804.18,C917840678,93261.1,91456.92,C140245250,2503.06,4307.24,0,0
351,PAYMENT,6663.27,C106867782,114.74,0.0,M158694505,4266.14,10929.41,0,0
413,CASH_IN,5251.1,C756984985,3137.83,0.0,C927095069,3413.07,8664.17,0,0
701,TRANSFER,2436.53,C186841801,7482.68,5046.15,C473641559,3543.14,5979.67,0,0
543,DEBIT,1805.2,C471934844,5951.53,4146.33,C710292932,20514.55,22319.75,0,0
600,CASH_OUT,462.65,C810488638,83682.79,83220.14,C268337079,24548.72,25011.37,0,0
265,CASH_OUT,15294.73,C375025599,7447203.18,7431908.45,C442328944,32853.36,48148.09,0,0
447,DEBIT,4268.5,C463696129,15549.84,11281.34,C296212757,1628.71,5897.21,0,0
186,CASH_OUT,1987.34,C236546787,23047.08,21059.74,C202989599,44595.77,46583.11,0,0
549,DEBIT,1133.05,C760387763,1679.47,546.42,C431937495,1310.1,2443.15,0,0
86,DEBIT,18405.28,C303512446,8789.16,0.0,C767761329,12869.55,31274.83,0,0
589,TRANSFER,17787.02,C501171409,26459.48,8672.46,C804325365,32349.24,50136.26,0,0
458,CASH_IN,11168.33,C531672536,199665.08,188496.75,C705599836,918.83,12087.16,0,0
204,TRANSFER,11208.75,C323992766,3460.95,0.0,C155614682,8633.5,19842.25,0,0
565,CASH_OUT,1099.07,C184972020,1626.55,527.48,C440195166,2441.05,3540.12,0,0
598,PAYMENT,1528.74,C451272128,9333.19,7804.45,M730562699,4904.17,6432.91,0,0
494,CASH_IN,3676.53,C114238199,1293.53,0.0,C474979304,34870.59,38547.12,0,0
613,PAYMENT,3639.23,C496567876,30926.18,27286.95,M860616134,93279.13,96918.36,0,0
14,CASH_IN,7339.06,C563192762,3862.4,0.0,C982854446,17513.89,24852.95,0,0
422,CASH_OUT,9779.25,C220229944,46786.52,37007.27,C798780491,2108.39,11887.64,0,0
144,CASH_IN,3867.26,C657160072,26409.83,22542.57,C620423506,1249.15,5116.41,0,0
43,DEBIT,6318.89,C856915315,1163.07,0.0,C966424970,27163.94,33482.83,0,0
664,TRANSFER,1373.74,C221411785,20.78,0.0,C168554691,47161.4,48535.14,0,0
196,PAYMENT,8163.66,C126703361,26180.67,18017.01,M837484386,31876.45,40040.11,0,0
592,PAYMENT,11254.05,C953428734,31906.29,20652.24,M745457235,112043.66,123297.71,0,0
544,CASH_OUT,1271.64,C255977587,14628.2,13356.56,C174356111,1801.62,3073.26,0,0
322,DEBIT,257.11,C242094405,18320.19,18063.08,C685431282,614.69,871.8,0,0
532,PAYMENT,4563.53,C725998030,114.71,0.0,M746926245,1302.49,5866.02,0,0
579,TRANSFER,2371.87,C525764237,11697.78,9325.91,C244908422,77993.88,80365.75,0,0
591,TRANSFER,8426.52,C351864882,14431.87,6005.35,C107994132,2783.18,11209.7,0,0
566,CASH_OUT,410.79,C408054238,1189.27,778.48,C160567476,427.05,837.84,0,0
148,DEBIT,11767.52,C180227523,162577.77,150810.25,C639510651,3868.87,15636.39,0,0
49,DEBIT,12799.5,C444046826,3849.38,0.0,C511591929,77540.93,90340.43,0,0
574,CASH_IN,18210.54,C303778000,555.5,0.0,C898914565,29356.27,47566.81,0,0
585,CASH_IN,969.45,C203022613,437.63,0.0,C260813929,13429.18,14398.63,0,0
55,PAYMENT,2163.59,C382043816,22425.96,20262.37,M853438352,26695.78,28859.37,0,0
363,TRANSFER,1372.18,C899178900,76624.42,75252.24,C667249351,2628.75,4000.93,0,0
432,TRANSFER,969.15,C449985009,6043.96,5074.81,C382871367,4780.17,5749.32,0,0
565,TRANSFER,1712.65,C172973616,18108.14,16395.49,C688334321,361.41,2074.06,0,0
279,DEBIT,2259.93,C116590910,2106.85,0.0,C738055953,286.38,2546.31,0,0
557,CASH_OUT,2591.43,C991173456,42636.13,40044.7,C559420997,139735.94,142327.37,0,0
316,DEBIT,1306.6,C592907269,102539.07,101232.47,C174500359,692.87,1999.47,0,0
192,TRANSFER,,C636419538,6703.82,6051.16,C788769440,6941.23,7593.89,0,0
