date,base_currency,quote_currency,exchange_rate,ecb_main_refinancing_rate,inflation_rate_yoy
2023-07-18,EUR,JPY,158.962744,3.7664,2.37
2023-07-18,EUR,GBP,0.863249,3.465,2.25
2023-07-18,EUR,DKK,7.461774,3.2744,0.66
2023-07-18,EUR,USD,1.086226,3.3463,-0.23
2023-07-18,EUR,SEK,11.274571,3.2871,0.85
2023-07-18,EUR,BGN,1.961225,3.2919,3.05
2023-07-19,EUR,JPY,158.43314,3.3732,2.6
2023-07-19,EUR,RON,5.005283,3.5396,1.13
2023-07-19,EUR,SEK,11.300833,3.6697,2.09
2023-07-19,EUR,NOK,11.498517,3.4727,2.59
2023-07-19,EUR,CHF,0.95338,3.5387,2.53
2023-07-19,EUR,GBP,0.859662,3.369,2.48
2023-07-19,EUR,DKK,7.43813,3.1979,3.08
2023-07-19,EUR,USD,1.084056,3.3783,2.89
2023-07-19,EUR,CZK,25.208958,3.4408,4.55
2023-07-19,EUR,HUF,385.141236,3.5885,2.8
2023-07-20,EUR,CHF,0.946455,3.3292,2.42
2023-07-20,EUR,HUF,383.746922,3.4203,2.53
2023-07-20,EUR,USD,1.076616,3.526,2.26
2023-07-20,EUR,PLN,4.339593,3.3502,3.78
2023-07-20,EUR,BGN,1.979513,3.304,3.75
2023-07-20,EUR,NOK,11.454721,3.6678,4.28
2023-07-20,EUR,CZK,24.990528,3.4724,1.78
2023-07-20,EUR,SEK,11.210706,3.557,3.21
2023-07-20,EUR,GBP,0.861251,3.5332,3.63
2023-07-20,EUR,JPY,158.412413,3.5847,-0.77
2023-07-21,EUR,HUF,383.612442,3.2828,2.93
2023-07-21,EUR,CZK,24.895394,3.587,2.67
2023-07-21,EUR,JPY,158.112376,3.7083,1.48
2023-07-21,EUR,USD,1.088387,3.7655,3.99
2023-07-21,EUR,CHF,0.95202,3.8458,1.75
2023-07-21,EUR,PLN,4.32359,,4.44
2023-07-21,EUR,SEK,11.227102,3.5144,4.12
2023-07-24,EUR,BGN,1.959222,3.6396,3.99
2023-07-24,EUR,NOK,11.465506,3.4669,0.94
2023-07-24,EUR,CHF,0.944988,3.4975,1.65
2023-07-24,EUR,CZK,25.123212,3.5022,4.12
2023-07-24,EUR,GBP,0.858393,3.4647,1.24
2023-07-24,EUR,DKK,7.480559,3.523,4.92
2023-07-24,EUR,JPY,158.522471,3.5299,2.0
2023-07-24,EUR,USD,1.082502,3.528,4.02
2023-07-24,EUR,SEK,11.203836,3.5661,4.7
2023-07-24,EUR,RON,4.959778,3.442,2.59
2023-07-25,EUR,RON,4.956741,3.4659,3.03
2023-07-25,EUR,NOK,11.439675,3.3606,4.06
2023-07-25,EUR,CZK,25.033773,3.4066,2.51
2023-07-25,EUR,CHF,0.949582,3.4993,2.75
2023-07-25,EUR,BGN,1.959239,3.4738,3.16
2023-07-25,EUR,USD,1.075102,3.6131,2.88
2023-07-25,EUR,DKK,7.482964,3.4982,1.66
2023-07-25,EUR,PLN,4.308376,3.7266,3.94
2023-07-25,EUR,HUF,383.676114,3.6431,2.0
2023-07-25,EUR,JPY,157.984235,3.4669,4.64
2023-07-26,EUR,USD,1.09065,3.4845,2.69
2023-07-26,EUR,RON,4.934233,3.4286,2.48
2023-07-26,EUR,BGN,1.975994,3.3299,3.47
2023-07-26,EUR,GBP,0.856174,3.5314,2.79
2023-07-26,EUR,DKK,7.476986,3.6486,2.96
2023-07-26,EUR,PLN,4.290383,3.4828,1.93
2023-07-26,EUR,SEK,11.241853,3.3991,2.92
2023-07-26,EUR,NOK,11.508192,3.6114,5.08
2023-07-26,EUR,JPY,159.610242,3.4208,1.66
2023-07-27,EUR,CHF,0.948042,3.4497,1.61
2023-07-27,EUR,CZK,25.098296,3.498,2.42
2023-07-27,EUR,BGN,1.971255,3.4559,2.51
2023-07-27,EUR,PLN,4.341232,3.5359,2.99
2023-07-27,EUR,RON,4.974867,3.302,2.93
2023-07-27,EUR,USD,1.072062,3.7069,0.0
2023-07-27,EUR,DKK,7.468773,3.4795,2.65
2023-07-27,EUR,NOK,11.398437,3.5901,5.31
2023-07-27,EUR,SEK,11.174245,3.3698,2.91
2023-07-27,EUR,HUF,382.997852,3.5427,2.3
2023-07-27,EUR,JPY,158.88128,3.5127,
2023-07-27,EUR,GBP,0.859654,3.6078,3.95
2023-07-28,EUR,SEK,11.230501,3.2636,3.31
2023-07-28,EUR,DKK,7.417401,3.7179,3.26
2023-07-28,EUR,CZK,25.173904,3.3726,3.22
2023-07-28,EUR,BGN,1.957765,3.5304,4.85
2023-07-28,EUR,USD,1.078415,3.3858,2.88
2023-07-28,EUR,PLN,4.328435,3.5063,2.98
2023-07-28,EUR,GBP,0.858046,3.5454,3.22
2023-07-28,EUR,HUF,386.010521,3.3572,2.7
2023-07-28,EUR,NOK,11.512229,3.4485,3.39
2023-07-28,EUR,RON,4.956198,3.4587,1.57
2023-07-31,EUR,HUF,381.296834,3.3645,1.35
2023-07-31,EUR,CZK,25.21319,3.4714,1.65
2023-07-31,EUR,RON,4.985853,3.5407,2.84
2023-07-31,EUR,PLN,4.293267,3.5228,2.71
2023-07-31,EUR,CHF,0.9531,3.5965,1.68
2023-07-31,EUR,GBP,0.865384,3.4596,2.44
2023-07-31,EUR,DKK,7.422664,3.3269,3.7
2023-07-31,EUR,SEK,11.186598,3.5368,2.6
2023-07-31,EUR,USD,1.080455,3.482,3.96
2023-07-31,EUR,JPY,158.597386,3.6637,0.76
2023-08-01,EUR,NOK,11.46002,3.4264,4.68
2023-08-01,EUR,USD,1.073964,3.6391,1.88
2023-08-01,EUR,GBP,0.860724,3.5906,3.85
2023-08-01,EUR,HUF,386.221637,3.53,1.99
2023-08-01,EUR,PLN,4.313038,3.6038,2.61
2023-08-01,EUR,DKK,7.491234,3.4868,3.07
2023-08-01,EUR,CHF,0.950418,3.4824,1.7
2023-08-01,EUR,SEK,11.117368,3.5428,3.06
2023-08-01,EUR,CZK,24.934842,3.491,1.55
2023-08-01,EUR,JPY,158.295275,3.5905,1.24
2023-08-01,EUR,RON,4.978918,3.4061,3.23
2023-08-01,EUR,BGN,1.96527,3.4428,1.67
2023-08-02,EUR,NOK,11.534352,3.4208,2.44
2023-08-02,EUR,PLN,4.289471,3.499,4.91
2023-08-02,EUR,HUF,384.729946,3.4635,1.19
2023-08-02,EUR,CZK,25.237553,3.4823,3.24
2023-08-02,EUR,CHF,0.955595,3.4397,1.68
2023-08-02,EUR,DKK,7.467983,3.4319,1.19
2023-08-02,EUR,SEK,11.186719,3.4329,1.46
2023-08-02,EUR,RON,4.956878,3.6307,0.45
2023-08-02,EUR,BGN,1.965168,3.4689,3.44
2023-08-02,EUR,GBP,0.858843,3.5392,1.36
2023-08-03,EUR,DKK,7.461951,3.4065,3.03
2023-08-03,EUR,GBP,0.858159,3.4275,1.31
2023-08-03,EUR,RON,4.9875,3.5113,1.02
2023-08-03,EUR,JPY,159.388702,3.6472,2.36
2023-08-03,EUR,SEK,11.256679,3.6674,2.33
2023-08-03,EUR,BGN,1.960002,3.4499,1.67
2023-08-03,EUR,USD,1.086451,3.305,3.3
2023-08-03,EUR,CHF,0.944006,3.5021,2.03
2023-08-03,EUR,PLN,4.303244,3.4039,0.89
2023-08-03,EUR,HUF,386.88897,3.5017,1.57
2023-08-03,EUR,NOK,11.518643,3.3682,3.82
2023-08-04,EUR,JPY,157.593048,3.55,1.87
2023-08-04,EUR,RON,4.998931,3.582,2.99
2023-08-04,EUR,SEK,11.191732,3.5645,2.59
2023-08-04,EUR,NOK,11.532258,3.4281,1.99
2023-08-04,EUR,HUF,385.434962,3.3312,3.77
2023-08-04,EUR,PLN,4.343507,3.4311,0.55
2023-08-04,EUR,BGN,1.95559,3.604,1.78
2023-08-04,EUR,GBP,0.85699,3.408,2.59
2023-08-07,EUR,HUF,384.362163,3.4956,2.77
2023-08-07,EUR,PLN,4.33059,3.4845,4.12
2023-08-07,EUR,CHF,0.96008,3.4502,0.97
2023-08-07,EUR,CZK,25.199462,3.3769,3.17
2023-08-07,EUR,GBP,0.861106,3.3629,2.47
2023-08-07,EUR,SEK,11.213509,3.5061,2.24
2023-08-07,EUR,NOK,11.534812,3.4427,3.95
2023-08-07,EUR,JPY,157.221382,3.3542,2.13
2023-08-07,EUR,BGN,1.959692,3.406,2.31
2023-08-07,EUR,RON,4.991329,3.6246,2.23
2023-08-07,EUR,DKK,7.45333,3.6495,2.67
2023-08-08,EUR,CHF,0.952901,3.4404,3.56
2023-08-08,EUR,JPY,159.166139,3.7049,1.18
2023-08-08,EUR,USD,1.095231,3.4718,2.68
2023-08-08,EUR,RON,4.99171,3.5422,1.46
2023-08-08,EUR,HUF,384.225854,3.4304,3.94
2023-08-08,EUR,DKK,7.484023,3.4552,2.93
2023-08-08,EUR,PLN,4.293594,3.3151,1.89
2023-08-08,EUR,CZK,25.135991,3.5682,4.88
2023-08-08,EUR,BGN,1.94311,3.6305,2.51
2023-08-08,EUR,SEK,11.176218,3.3607,1.34
2023-08-08,EUR,GBP,0.862612,3.5019,0.87
2023-08-08,EUR,NOK,11.493843,3.395,4.51
2023-08-09,EUR,JPY,158.677249,3.6316,2.96
2023-08-09,EUR,USD,1.073528,3.5566,1.61
2023-08-09,EUR,DKK,7.452497,3.6186,3.45
2023-08-09,EUR,CZK,25.053111,3.3775,2.35
2023-08-09,EUR,PLN,4.334064,3.4807,4.06
2023-08-09,EUR,CHF,0.944478,3.381,1.2
2023-08-09,EUR,RON,4.945083,3.5775,4.43
2023-08-09,EUR,SEK,11.229203,3.5569,3.83
2023-08-09,EUR,BGN,1.947106,3.5443,1.86
2023-08-09,EUR,HUF,386.552139,3.5559,3.07
2023-08-09,EUR,NOK,11.474694,3.432,2.76
2023-08-10,EUR,GBP,0.854624,3.373,2.16
2023-08-10,EUR,RON,4.975199,3.5556,3.23
2023-08-10,EUR,BGN,1.949674,3.5781,2.69
2023-08-10,EUR,HUF,386.913854,3.5212,2.27
2023-08-10,EUR,JPY,159.871861,3.3721,3.11
2023-08-10,EUR,SEK,11.224938,3.5424,2.56
2023-08-10,EUR,NOK,11.474035,3.4787,2.03
2023-08-10,EUR,PLN,4.306909,3.6128,-1.27
2023-08-10,EUR,CZK,24.900694,3.6316,4.02
2023-08-10,EUR,DKK,7.433651,3.5132,2.22
2023-08-10,EUR,CHF,0.950231,3.327,3.41
2023-08-11,EUR,BGN,1.967428,3.4822,1.48
2023-08-11,EUR,RON,4.963341,3.3867,1.72
2023-08-11,EUR,NOK,11.547153,3.4952,4.22
2023-08-11,EUR,JPY,159.366019,3.5086,3.08
2023-08-11,EUR,HUF,384.589094,3.5133,1.71
2023-08-11,EUR,CZK,25.079014,3.5129,3.97
2023-08-11,EUR,PLN,4.322747,3.5875,4.9
2023-08-11,EUR,DKK,7.453808,3.4249,4.0
2023-08-11,EUR,SEK,11.143237,3.5006,1.17
2023-08-11,EUR,USD,1.083045,3.3712,4.74
2023-08-14,EUR,GBP,0.866061,3.5675,1.81
2023-08-14,EUR,JPY,158.7954,3.5733,2.83
2023-08-14,EUR,RON,4.960984,3.6552,5.47
2023-08-14,EUR,USD,1.082704,3.4759,1.34
2023-08-14,EUR,HUF,385.264177,3.5491,1.62
2023-08-14,EUR,CHF,0.942765,3.167,2.39
2023-08-14,EUR,DKK,7.46085,3.5032,3.88
2023-08-14,EUR,CZK,25.093404,3.4989,1.58
2023-08-14,EUR,SEK,11.170573,3.6151,2.75
2023-08-14,EUR,NOK,11.512488,3.4378,2.99
2023-08-15,EUR,CHF,0.953454,3.3883,4.4
2023-08-15,EUR,NOK,11.324231,3.468,2.75
2023-08-15,EUR,JPY,158.436708,3.4022,3.44
2023-08-15,EUR,PLN,4.359647,3.4962,3.63
2023-08-15,EUR,DKK,7.424192,3.5568,2.54
2023-08-15,EUR,HUF,383.071462,3.5362,2.88
2023-08-15,EUR,CZK,25.121027,3.368,3.82
2023-08-15,EUR,RON,5.015789,3.7071,3.97
2023-08-15,EUR,GBP,0.866335,3.4805,1.64
2023-08-16,EUR,NOK,11.550886,3.6836,3.83
2023-08-16,EUR,CZK,25.148574,3.4143,2.76
2023-08-16,EUR,USD,1.07591,3.5787,3.29
2023-08-16,EUR,DKK,7.430213,3.5672,2.44
2023-08-16,EUR,GBP,0.865612,3.5171,4.67
2023-08-16,EUR,CHF,0.944162,3.5261,2.19
2023-08-16,EUR,BGN,1.965225,3.5209,0.52
2023-08-16,EUR,RON,4.968174,3.3864,3.49
2023-08-16,EUR,PLN,4.318481,3.521,3.69
2023-08-16,EUR,JPY,158.926044,3.6375,1.49
2023-08-17,EUR,RON,4.9488,3.6838,3.07
2023-08-17,EUR,NOK,11.465658,3.501,1.88
2023-08-17,EUR,BGN,1.960953,3.6527,4.01
2023-08-17,EUR,SEK,11.189062,3.2199,3.42
2023-08-17,EUR,CZK,25.331355,3.4091,3.2
2023-08-17,EUR,JPY,160.686268,3.3654,4.14
2023-08-17,EUR,GBP,0.855967,3.4259,3.25
2023-08-17,EUR,DKK,7.446091,3.4267,3.71
2023-08-17,EUR,USD,1.08241,3.5007,3.18
2023-08-17,EUR,CHF,0.940442,3.4733,3.18
2023-08-18,EUR,HUF,383.222023,3.4776,1.84
2023-08-18,EUR,PLN,4.343992,3.5149,1.42
2023-08-18,EUR,GBP,0.860547,3.4181,2.28
2023-08-18,EUR,JPY,157.578633,3.4498,4.12
2023-08-18,EUR,SEK,11.156689,3.463,3.33
2023-08-18,EUR,CHF,0.951016,3.73,0.18
2023-08-18,EUR,DKK,7.421066,3.4177,1.85
2023-08-18,EUR,RON,4.970499,3.3747,4.12
2023-08-18,EUR,NOK,11.54574,3.3708,4.81
2023-08-18,EUR,BGN,1.958766,3.4492,2.13
2023-08-18,EUR,CZK,25.074994,3.3724,1.12
2023-08-21,EUR,NOK,11.54199,,3.37
2023-08-21,EUR,CHF,0.955058,3.4763,-0.42
2023-08-21,EUR,PLN,4.331319,3.516,2.48
2023-08-21,EUR,RON,4.937859,3.5787,3.12
2023-08-21,EUR,BGN,1.959389,3.5099,4.72
2023-08-21,EUR,JPY,158.30448,3.5332,0.44
2023-08-21,EUR,CZK,24.866586,3.6169,2.39
2023-08-21,EUR,GBP,0.855239,3.6408,2.2
2023-08-21,EUR,USD,1.07864,3.5503,2.66
2023-08-21,EUR,DKK,7.482023,3.534,3.86
2023-08-22,EUR,NOK,11.438005,3.6136,3.12
2023-08-22,EUR,CZK,25.204974,3.5465,1.08
2023-08-22,EUR,PLN,4.306727,3.3456,2.47
2023-08-22,EUR,DKK,7.48343,3.4528,3.11
2023-08-22,EUR,JPY,159.803245,3.4677,1.29
2023-08-22,EUR,GBP,0.860195,3.5814,2.6
2023-08-22,EUR,BGN,1.968568,3.5547,1.63
2023-08-22,EUR,HUF,385.625955,3.5364,2.12
2023-08-22,EUR,USD,1.079299,3.6217,0.17
2023-08-23,EUR,CZK,25.185414,3.4008,2.54
2023-08-23,EUR,PLN,4.309636,3.5504,3.16
2023-08-23,EUR,SEK,11.199118,3.509,2.23
2023-08-23,EUR,NOK,11.413585,3.4862,4.09
2023-08-23,EUR,DKK,7.451633,3.5455,2.56
2023-08-23,EUR,GBP,0.864905,3.5522,1.39
2023-08-23,EUR,BGN,1.955157,3.3009,0.8
2023-08-23,EUR,HUF,384.712226,3.5742,3.51
2023-08-23,EUR,CHF,0.955888,3.631,1.49
2023-08-24,EUR,PLN,4.328592,3.5145,0.6
2023-08-24,EUR,BGN,1.966958,3.4464,1.47
2023-08-24,EUR,CZK,25.241464,3.5141,2.62
2023-08-24,EUR,JPY,159.956872,3.4503,2.36
2023-08-24,EUR,GBP,0.860398,3.5903,2.26
2023-08-24,EUR,RON,4.997022,3.4861,1.98
2023-08-24,EUR,DKK,7.512544,3.3924,2.25
2023-08-24,EUR,HUF,385.092649,3.3798,3.8
2023-08-24,EUR,SEK,11.161597,3.5233,1.91
2023-08-25,EUR,SEK,11.26282,3.323,4.11
2023-08-25,EUR,RON,4.966615,3.4331,2.29
2023-08-25,EUR,USD,1.086996,3.4599,0.56
2023-08-25,EUR,PLN,4.342126,3.5699,3.63
2023-08-25,EUR,NOK,11.463606,3.5872,2.4
2023-08-25,EUR,CZK,25.116455,3.632,2.14
2023-08-25,EUR,GBP,0.863619,3.4737,2.26
2023-08-25,EUR,JPY,158.28935,3.5769,2.04
2023-08-25,EUR,CHF,0.948163,3.4218,0.84
2023-08-25,EUR,BGN,1.959116,3.2703,3.75
2023-08-25,EUR,DKK,7.453898,3.4181,3.63
2023-08-25,EUR,HUF,382.668121,3.6438,0.99
2023-08-28,EUR,RON,5.001816,3.5019,2.54
2023-08-28,EUR,BGN,1.970567,3.7028,2.88
2023-08-28,EUR,PLN,4.312321,3.5132,4.63
2023-08-28,EUR,DKK,7.455076,3.5198,2.6
2023-08-28,EUR,CZK,25.026492,3.6373,1.22
2023-08-28,EUR,JPY,159.372287,3.6375,1.87
2023-08-28,EUR,CHF,0.95115,3.301,2.57
2023-08-28,EUR,USD,1.08428,3.5898,2.57
2023-08-28,EUR,NOK,11.422569,3.5872,2.4
2023-08-28,EUR,SEK,11.184962,3.5812,3.82
2023-08-28,EUR,HUF,386.134413,3.6516,4.01
2023-08-29,EUR,SEK,11.147512,3.2214,3.22
2023-08-29,EUR,JPY,157.884757,3.5771,1.47
2023-08-29,EUR,PLN,4.274564,3.3409,2.88
2023-08-29,EUR,CZK,25.157873,3.6027,2.72
2023-08-29,EUR,BGN,1.965048,3.3053,
2023-08-29,EUR,CHF,0.960388,3.5075,2.34
2023-08-29,EUR,GBP,0.855378,3.4224,2.65
2023-08-29,EUR,NOK,11.464839,3.3577,2.9
2023-08-30,EUR,USD,1.08466,3.5481,1.98
2023-08-30,EUR,NOK,11.436906,3.4562,2.72
2023-08-30,EUR,RON,4.988148,3.5125,0.82
2023-08-30,EUR,HUF,383.016876,3.5908,3.38
2023-08-30,EUR,CZK,25.079748,3.3276,1.86
2023-08-30,EUR,BGN,1.976513,3.3217,3.75
2023-08-30,EUR,GBP,0.855494,3.4364,4.22
2023-08-30,EUR,CHF,0.947831,3.4565,3.23
2023-08-30,EUR,JPY,158.766715,3.4467,3.11
2023-08-30,EUR,DKK,7.451557,3.5295,3.31
2023-08-31,EUR,CHF,0.954477,3.6107,2.86
2023-08-31,EUR,CZK,25.302181,3.5465,3.96
2023-08-31,EUR,GBP,0.858775,3.6288,2.66
2023-08-31,EUR,PLN,4.309627,3.5581,0.06
2023-08-31,EUR,USD,1.085651,3.5197,2.76
2023-08-31,EUR,JPY,158.341885,3.4738,1.17
2023-08-31,EUR,SEK,11.137322,3.4377,1.85
2023-08-31,EUR,DKK,7.476258,3.3776,0.6
2023-08-31,EUR,HUF,384.307731,3.4928,1.21
2023-08-31,EUR,RON,4.98217,3.7047,2.84
2023-08-31,EUR,NOK,11.586177,3.4657,2.73
2023-09-01,EUR,RON,4.951383,3.4104,3.51
2023-09-01,EUR,JPY,157.321394,3.5397,1.36
2023-09-01,EUR,HUF,380.735055,3.5986,2.3
2023-09-01,EUR,PLN,4.306415,3.5088,2.36
2023-09-01,EUR,GBP,0.858713,3.5816,4.96
2023-09-01,EUR,SEK,11.128282,3.3632,0.58
2023-09-01,EUR,CZK,25.083644,3.5697,1.96
2023-09-01,EUR,USD,1.086168,3.5333,3.04
2023-09-01,EUR,NOK,11.503741,3.5041,2.72
2023-09-01,EUR,DKK,7.4642,3.4775,3.33
2023-09-01,EUR,BGN,1.95989,3.5198,3.63
2023-09-01,EUR,CHF,0.946329,3.4399,1.35
2023-09-04,EUR,GBP,0.850525,3.4817,2.56
2023-09-04,EUR,DKK,7.452199,3.6767,2.08
2023-09-04,EUR,NOK,11.45782,3.436,2.15
2023-09-04,EUR,CZK,25.170324,3.311,0.87
2023-09-04,EUR,USD,1.074898,3.463,1.4
2023-09-04,EUR,RON,4.97687,3.5266,3.12
2023-09-04,EUR,BGN,1.961787,3.4103,1.58
2023-09-04,EUR,SEK,11.209515,3.4697,3.52
2023-09-04,EUR,PLN,4.342343,3.4955,2.46
2023-09-04,EUR,HUF,385.984503,3.3401,0.63
2023-09-04,EUR,CHF,0.9506,3.5523,0.64
2023-09-05,EUR,PLN,4.321215,3.4721,2.26
2023-09-05,EUR,JPY,157.704928,3.3938,3.66
2023-09-05,EUR,BGN,1.960197,3.4393,1.2
2023-09-05,EUR,RON,5.000056,3.5417,1.04
2023-09-05,EUR,HUF,385.643527,3.3964,1.5
2023-09-05,EUR,CHF,0.948945,3.4109,2.17
2023-09-05,EUR,NOK,11.487129,3.527,0.48
2023-09-05,EUR,SEK,11.19938,3.3485,3.73
2023-09-06,EUR,NOK,11.556796,3.5786,3.02
2023-09-06,EUR,CHF,0.955386,3.4512,3.89
2023-09-06,EUR,SEK,11.089653,3.4996,2.5
2023-09-06,EUR,CZK,25.300151,3.523,2.47
2023-09-06,EUR,USD,1.082851,3.461,1.05
2023-09-06,EUR,GBP,0.859462,3.551,1.6
2023-09-06,EUR,JPY,159.172435,3.5175,4.69
2023-09-06,EUR,HUF,385.379862,3.46,3.27
2023-09-06,EUR,RON,4.994965,3.5059,2.39
2023-09-06,EUR,BGN,1.963619,3.5898,1.9
2023-09-06,EUR,PLN,4.349195,3.3555,1.9
2023-09-07,EUR,DKK,7.496599,3.4886,3.26
2023-09-07,EUR,GBP,0.864751,3.4675,1.51
2023-09-07,EUR,RON,4.911556,3.602,2.01
2023-09-07,EUR,CZK,25.198229,3.5155,3.95
2023-09-07,EUR,PLN,4.308936,3.4627,5.78
2023-09-07,EUR,CHF,0.94678,3.3935,2.5
2023-09-07,EUR,BGN,1.970976,3.4941,1.88
2023-09-07,EUR,SEK,11.213011,3.5354,3.27
2023-09-07,EUR,HUF,386.200522,3.6203,3.55
2023-09-07,EUR,NOK,11.396198,3.5867,6.11
2023-09-08,EUR,DKK,7.43033,3.643,2.11
2023-09-08,EUR,NOK,11.446967,3.5511,2.16
2023-09-08,EUR,PLN,4.275677,3.6705,2.99
2023-09-08,EUR,RON,4.963075,3.4241,4.74
2023-09-08,EUR,HUF,387.327288,3.5105,1.23
2023-09-08,EUR,USD,1.081034,3.6097,4.33
2023-09-08,EUR,GBP,0.857823,3.6536,4.2
2023-09-08,EUR,JPY,158.685489,3.5135,2.25
2023-09-08,EUR,BGN,1.958568,3.418,2.41
2023-09-08,EUR,SEK,11.108654,3.5864,1.61
2023-09-08,EUR,CHF,0.952271,3.5652,0.95
2023-09-11,EUR,CZK,25.077352,3.5835,0.88
2023-09-11,EUR,USD,1.074552,3.5868,6.93
2023-09-11,EUR,BGN,1.948059,3.6944,0.89
2023-09-11,EUR,CHF,0.951125,3.4897,1.47
2023-09-11,EUR,RON,4.941015,3.6452,0.03
2023-09-11,EUR,SEK,11.187321,3.3898,2.22
2023-09-11,EUR,DKK,7.431399,3.3743,0.97
2023-09-11,EUR,JPY,158.967909,3.4144,3.12
2023-09-11,EUR,GBP,0.858251,3.4906,2.88
2023-09-11,EUR,NOK,11.527913,3.5247,3.39
2023-09-12,EUR,SEK,11.326377,3.4462,1.28
2023-09-12,EUR,BGN,1.97332,3.5472,4.19
2023-09-12,EUR,DKK,7.412296,3.4675,3.47
2023-09-12,EUR,JPY,158.706292,3.4521,1.83
2023-09-12,EUR,USD,1.080996,3.6618,0.8
2023-09-12,EUR,CZK,25.130867,3.5682,-0.64
2023-09-12,EUR,RON,4.998271,3.5913,4.16
2023-09-12,EUR,NOK,11.44489,3.6142,-1.22
2023-09-13,EUR,SEK,11.28274,3.5057,1.6
2023-09-13,EUR,JPY,157.839459,3.6351,2.25
2023-09-13,EUR,RON,4.977164,3.5306,1.51
2023-09-13,EUR,DKK,7.484798,3.7086,3.49
2023-09-13,EUR,CHF,0.946674,3.5364,3.53
2023-09-13,EUR,USD,1.079727,3.4441,2.9
2023-09-13,EUR,NOK,11.528641,3.6383,4.09
2023-09-13,EUR,HUF,382.964724,3.5957,3.7
2023-09-13,EUR,CZK,24.932568,3.2799,0.09
2023-09-14,EUR,GBP,0.859222,3.4633,3.13
2023-09-14,EUR,JPY,157.800991,3.3813,3.28
2023-09-14,EUR,DKK,7.486557,3.4338,1.64
2023-09-14,EUR,NOK,11.501696,3.3721,3.17
2023-09-14,EUR,BGN,1.981801,3.549,2.42
2023-09-14,EUR,RON,4.949937,3.4377,4.93
2023-09-14,EUR,PLN,4.314316,3.688,1.88
2023-09-14,EUR,CZK,24.90574,,2.13
2023-09-14,EUR,USD,1.085258,3.6358,2.89
2023-09-14,EUR,HUF,383.115402,3.4618,2.63
2023-09-15,EUR,SEK,11.228969,3.5643,0.4
2023-09-15,EUR,CHF,0.957219,3.3911,2.06
2023-09-15,EUR,RON,4.956247,3.5445,2.11
2023-09-15,EUR,JPY,157.33858,3.6387,2.65
2023-09-15,EUR,PLN,4.33133,3.4834,4.32
2023-09-15,EUR,GBP,0.860865,3.5273,1.46
2023-09-15,EUR,BGN,1.965494,3.543,2.51
2023-09-15,EUR,HUF,387.799285,3.5141,3.42
2023-09-15,EUR,CZK,25.035162,3.4989,0.7
2023-09-15,EUR,USD,1.077796,3.3735,0.95
2023-09-15,EUR,DKK,7.468919,3.5341,1.47
2023-09-18,EUR,BGN,1.963628,3.6177,1.6
2023-09-18,EUR,RON,4.937275,3.4467,2.56
2023-09-18,EUR,NOK,11.523498,3.527,2.69
2023-09-18,EUR,DKK,7.479365,3.4544,2.97
2023-09-18,EUR,SEK,11.251324,3.3052,3.89
2023-09-18,EUR,PLN,4.29943,3.2881,3.3
2023-09-18,EUR,USD,1.077612,3.5591,2.79
2023-09-18,EUR,GBP,0.858526,3.5416,0.78
2023-09-18,EUR,HUF,383.013175,3.4759,5.01
2023-09-18,EUR,CHF,0.954504,3.3223,2.93
2023-09-19,EUR,SEK,11.308529,3.452,2.65
2023-09-19,EUR,CHF,0.946913,3.4165,2.7
2023-09-19,EUR,USD,1.07528,3.6747,3.01
2023-09-19,EUR,CZK,24.990229,3.6667,3.55
2023-09-19,EUR,PLN,4.342233,3.4626,
2023-09-19,EUR,HUF,387.100713,3.4959,3.13
2023-09-19,EUR,GBP,0.865789,3.4869,-0.2
2023-09-19,EUR,NOK,11.410327,3.4826,1.69
2023-09-19,EUR,JPY,158.890556,3.5999,1.06
2023-09-19,EUR,DKK,7.475329,3.3381,2.15
2023-09-19,EUR,BGN,1.969023,3.5762,1.12
2023-09-19,EUR,RON,4.959036,3.3965,1.72
2023-09-20,EUR,BGN,1.961567,3.3698,2.25
2023-09-20,EUR,USD,1.079085,3.2815,2.34
2023-09-20,EUR,JPY,157.35787,3.5742,2.3
2023-09-20,EUR,GBP,0.862249,3.4082,3.37
2023-09-20,EUR,CZK,24.920839,3.6438,0.72
2023-09-20,EUR,SEK,11.17582,3.4849,3.34
2023-09-20,EUR,DKK,7.446672,3.4322,2.93
2023-09-20,EUR,PLN,4.341736,3.3643,3.05
2023-09-20,EUR,CHF,0.955031,3.6309,3.89
2023-09-20,EUR,RON,4.967496,3.5043,0.93
2023-09-21,EUR,CZK,25.102804,3.4725,2.14
2023-09-21,EUR,SEK,11.308034,3.5571,3.08
2023-09-21,EUR,GBP,0.859739,3.532,3.1
2023-09-21,EUR,PLN,4.376229,3.3948,3.53
2023-09-21,EUR,CHF,0.949028,3.5665,1.82
2023-09-21,EUR,HUF,383.72385,3.5359,3.01
2023-09-21,EUR,USD,1.080937,3.621,1.83
2023-09-21,EUR,DKK,7.427399,3.5012,0.89
2023-09-21,EUR,RON,4.961801,3.5014,2.59
2023-09-21,EUR,JPY,158.676271,3.382,4.22
2023-09-21,EUR,NOK,11.518462,3.7164,2.11
2023-09-22,EUR,CHF,0.951942,3.5435,1.19
2023-09-22,EUR,BGN,1.959856,3.6039,2.31
2023-09-22,EUR,CZK,25.116315,3.3802,0.78
