cik,company_name,sic_code,sic_description,filing_type,filing_date,state_of_incorporation,fiscal_year_end,total_assets_usd,total_revenue_usd,employee_count,ceo_name,headquarters_address,ein
7447049,"Sullivan, Brown and Ramirez",6211,Security Brokers,8-K,2023-05-05,IA,0331,244963958.0,190450684.0,34886.0,Mrs Joan Pearce,"Vial Dorotea Arellano 1, Barcelona, 41640",92-4856748
2026789,Royer S.A.R.L.,6411,Insurance Agents,10-Q,2025-01-08,MT,1231,,4553681.0,31944.0,Sig. Gustavo Surian,"Flat 84a, Cooper Road, Stevensmouth, HA53 1WR",50-6148854
9893204,Compañía FKEY S.A.T.,6159,Federal-Sponsored Credit,10-K,2023-11-26,KS,0630,149414964.0,464261171.0,29036.0,Eleanor Reeves,"Rambla Micaela Castrillo 52, Ciudad, 46205",47-2222991
9443215,Burns Inc,6199,Finance Services,8-K,2025-04-23,RG,0331,25166758.0,238784718.0,44071.0,Silvio Nilo Sebastián Mur,"Kenan-Junken-Platz 96, 27340 Anklam",
7431086,Hansen Group,6141,Personal Credit,10-K,2024-05-29,WI,0630,16057682991.0,54754708.0,36922.0,Renzo Palazzo,"chemin Gérard Besson, 54534 Hebert",32-6575585
7617390,Navone e figli,6199,Finance Services,13F-HR,2023-06-15,BT,0331,3658359401.0,12878320.0,9716.0,Ale Palomares Carro,"Sylvie-Dietz-Straße 60, 86744 Meiningen",67-4119496
9660305,Mack-Collins,6512,Real Estate,8-K,2024-06-26,CL,1231,1019910114.0,1267113780.0,29455.0,Heraclio Sarmiento-Marí,"407, chemin Henriette Alexandre, 24785 Boucher",63-8190895
3283492,Grupo Amat S.C.P,6199,Finance Services,10-K,2025-09-27,SA,0331,,37809986834.0,42825.0,Stephen Frazier,"Yilmaz-Schmiedecke-Platz 6, 38366 Gelnhausen",58-4470776
9023448,Minería CW S.A.,6141,Personal Credit,10-K,2024-04-18,AL,0630,20144604.0,,22218.0,Keith Gordon,"100 Johnson Mount Suite 830, Johnberg, TN 08262",36-7725763
8005644,Ortmann Lachmann GmbH & Co. KG,6411,Insurance Agents,13F-HR,2024-09-09,NV,0630,1245288748.0,1055561718.0,23520.0,Gregorio Cortina-Cabello,"Viale Amanda, 99 Piano 9, 67040, Collarmele (AQ)",
3103533,Perez SA,7372,Software,10-Q,2025-01-11,BA,0331,7119379.0,217890404523.0,47369.0,Thierry Turpin,"Vicolo Piovani, 61 Appartamento 6, 20853, Biassono (MB)",74-8972255
1874398,Inmobiliaria Solsona S.L.L.,7372,Software,S-1,2023-08-27,RC,1231,187408089.0,551941969.0,17302.0,Erika Pölitz,"34174 Dennis Cliffs, West Karen, MH 37312",76-9779777
4921774,Li-Marsh,6311,Insurance,10-Q,2024-04-18,DE,1231,7892516515.0,102937110.0,45526.0,Águeda Mayoral Navarrete,"423, chemin de Mendès, 92598 Clément",52-7216232
5357181,Nolcini e figli,6159,Federal-Sponsored Credit,10-K,2023-11-21,TN,0930,1036213509.0,9819741199.0,1714.0,Laurent Guillaume de Rousseau,"370, rue Hardy, 88536 Gros",97-9805124
3429177,Grimes-Page,7372,Software,S-1,2023-12-03,CO,0630,57339724.0,382856755.0,37910.0,Dipl.-Ing. Nico Sorgatz,"Piazza Lando, 166 Piano 4, 12048, Sommariva Del Bosco (CN)",63-2406064
8539211,Colas,6211,Security Brokers,S-1,2023-10-23,CA,0930,2404194057.0,8354417.0,628.0,Henriette Reynaud,"Paseo Ileana Orozco 795, Guipúzcoa, 13849",50-4218743
7903721,"Wong, Wiley and Cline",6211,Security Brokers,S-1,2025-02-10,PZ,1231,,25656241.0,,Marion Hudson,"99, rue Munoz, 71662 Sainte Françoise",70-9391822
8774115,Harris Ltd,7372,Software,S-1,2023-07-30,IA,0930,70204588.0,16296222.0,22611.0,Dr Paul Gregory,"95, chemin Théophile Colas, 42618 Schmitt",42-3663973
2291416,Fantoni-Bresciani s.r.l.,6311,Insurance,DEF 14A,2025-11-10,NM,1231,262494472.0,434254240.0,15859.0,Magdalene Langern,"33507 Hill Course, Bonillafurt, PW 50649",77-5356572
4035462,Bernier,6141,Personal Credit,S-1,2025-07-26,MD,0630,499550039.0,83746918.0,,Frau Liliane Neuschäfer MBA.,"642 Bruce Mission, North Graceside, B67 8BJ",61-3185029
4460167,Guidone s.r.l.,6411,Insurance Agents,10-Q,2026-01-18,VT,1231,318522374.0,5775194595.0,46329.0,Diana Castro Montserrat,"Kranzplatz 65-92, 74004 Fürstenfeldbruck",32-3943414
9089056,"White, Wagner and King",6141,Personal Credit,10-K,2023-08-20,SS,1231,4807989787.0,975199605.0,,Abril de Iborra,"Vicolo Massimiliano, 22, 04013, Doganella (LT)",19-8797857
9222442,"Burns, Roberts and Maxwell",6211,Security Brokers,S-1,2024-12-11,RM,1231,13856480314.0,1749231542.0,32281.0,Irma Rossini,"16 Parkin Streets, East Charlene, CA31 6JJ",
8095661,Perret S.A.,6035,Savings Institutions,10-Q,2023-06-21,TN,1231,3991499378.0,2727916.0,19352.0,Ing. Veli Kraushaar MBA.,"1 Porter Parkway, Lynneside, NP4M 7ET",30-7240267
5847778,Anichini SPA,6035,Savings Institutions,8-K,2023-08-17,IL,0331,162479480.0,404315662.0,37872.0,Sig. Michelangelo Benedetti,"46, rue de Perrot, 43956 Dias",80-4903872
7288048,Valenzuela-Robles,6020,Commercial Banking,10-Q,2025-12-21,MN,1231,5641697386.0,2498338.0,27891.0,Sami Jäkel,"Mercedes-Wagenknecht-Gasse 525, 97646 Schrobenhausen",84-1131929
4005993,Nadi-Comeriato s.r.l.,6159,Federal-Sponsored Credit,10-Q,2026-02-10,MP,1231,1647357218.0,,11858.0,Ermes Ubaldi,"919 Cynthia Plaza Apt. 826, Port Billy, LA 25104",62-1233441
5465106,Perez SARL,6035,Savings Institutions,10-Q,2023-12-08,MH,0331,21443871541.0,4658883.0,17655.0,,"51, chemin Élisabeth Hebert, 48524 Lebrunboeuf",73-2299096
8085066,Weaver-Watkins,6020,Commercial Banking,DEF 14A,2024-09-15,CA,1231,403046871.0,148655771.0,4732.0,Ashley Mays,"49, rue Chauvet, 18380 Langlois",67-8793907
4624510,Bettoni-Ludovisi Group,6020,Commercial Banking,10-K,2023-10-31,MH,0331,44140812.0,,12765.0,Lewis Roberts-Smart,"C. de Liliana Mosquera 8 Piso 6 , Córdoba, 06810",67-1659976
1180863,Vincent Ltd,6211,Security Brokers,10-K,2025-02-17,TP,0930,377788942.0,,,Mrs Kirsty Wright,"Cynthia-Seifert-Straße 8813, 90698 Cottbus",84-4326662
4099584,Vollbrecht Kühnert OHG mbH,6159,Federal-Sponsored Credit,S-1,2024-12-26,MA,0331,,,12078.0,Édgar Albert Cuesta Nevado,"5, rue Bouvier, 02594 Saint Julesnec",42-5691966
4756028,"Carullo, Gabrieli e Brenna Group",6311,Insurance,10-K,2023-10-30,MO,0331,535712423.0,118339690.0,10529.0,Andrée-Susanne Leroy,"Cañada Chita Moreno 7, Madrid, 42348",82-5674754
8268414,Begum Group,6411,Insurance Agents,10-Q,2023-05-09,PR,1231,1452880945.0,,35434.0,Gino Majewski,"Schlosserplatz 3, 89972 Bautzen",38-1545449
6454212,"Shaw, Hall and Hill",6311,Insurance,8-K,2025-08-13,KY,1231,22700445.0,28008705.0,10291.0,,"boulevard Morel, 97189 Perrot",54-6453433
4673938,"White, Gray and Fry",6035,Savings Institutions,13F-HR,2023-06-13,ID,0630,4229891677.0,3405707.0,8387.0,Mercedes Davis,"62796 Mitchell Circles, Vegaton, KY 56522",69-3650861
4022958,Camus Chrétien S.A.R.L.,6411,Insurance Agents,DEF 14A,2024-06-04,SP,1231,849335704.0,,,Leon May,"017 Caroline Greens, North Mohammed, M4 7NA",30-2977579
4728042,Peron Coulon S.A.,6311,Insurance,8-K,2025-06-19,SP,1231,250504588.0,5107581871.0,19610.0,Mr Philip Reynolds,"Paseo de Lucía Torre 61 Piso 7 , Ourense, 26752",82-8201418
3104511,"White, Peters and Clarke",6020,Commercial Banking,S-1,2025-06-24,OK,0331,708568646.0,203274397.0,29709.0,Agathe Da Silva,"86, rue Bazin, 34895 GirardVille",60-6555400
8610435,Paul,6141,Personal Credit,10-Q,2024-12-23,MD,0930,5578965936.0,1439054903.0,23374.0,,"Canale Zamorani, 70, 72028, Torre Santa Susanna (BR)",36-9208286
7268550,Spencer-Morgan,6199,Finance Services,10-K,2023-11-04,OK,0331,,50605660.0,47418.0,Livio Aldobrandi,"Sieringweg 0, 56076 Bamberg",10-9483659
8295556,Lombard,6512,Real Estate,8-K,2024-03-16,AP,1231,1565283182.0,523217.0,27489.0,Elisa Bohnbach,"Flat 94T, Norton Ferry, New Hayley, BN7 4HD",73-7096637
1364072,"Monteverdi, Fibonacci e Pagliaro s.r.l.",6311,Insurance,10-Q,2023-08-23,AL,1231,,2130992.0,,Dale Beltran,"Canale Argento, 71, 38091, Praso (TN)",79-1171623
3881610,Familia Figueras S.C.P,6035,Savings Institutions,DEF 14A,2023-05-12,MP,1231,,171924748.0,10922.0,Jill Flores,"324 Cortez Estate, Harveyport, TN 45681",33-2304501
6021304,"Parker, Gilbert and Brown",6211,Security Brokers,10-Q,2024-07-04,CI,1231,1431089979.0,5424260483.0,18366.0,Karl Baker-Brown,"Vicolo Sforza, 0, 15055, Pontecurone (AL)",43-1580404
4777735,Bouvet,7372,Software,10-Q,2025-05-27,OH,0630,289862649.0,12085136126.0,22889.0,Umberto Montalti,"Acceso de Jovita Martí 859, Albacete, 11287",34-5148438
3907712,Gallet,6159,Federal-Sponsored Credit,10-K,2024-12-19,AR,0630,592513611.0,308740198.0,16085.0,Biagio Treves,"085 Curtis Mall, New Stanley, B0H 7YH",
2128027,Leduc Aubry et Fils,6211,Security Brokers,10-K,10-Apr-2025,AG,0630,1155587326.0,136240173.0,24576.0,Pauline-Alice Royer,"Strada Rembrandt, 81 Appartamento 4, 37024, Santa Maria Di Negrar (VR)",93-6559713
1996223,Da Silva,6211,Security Brokers,10-K,2024-02-10,AT,0630,412690165.0,2850721373.0,22177.0,Jennifer Villegas-Calatayud,"21732 Rodriguez Gardens, Smithmouth, VA 20964",46-6512335
4792260,Mathieu,6020,Commercial Banking,S-1,2024-01-05,VS,0930,366183835.0,2726221119.0,45606.0,Tommy Davidson,"2972 Gail Lodge Suite 569, North Matthew, OH 17606",36-4248757
4233776,Edwards-Watson,6159,Federal-Sponsored Credit,10-Q,2023-07-05,VE,0930,,,16190.0,Niccolò Gravina,"Pasaje Aníbal Oliver 817, Lugo, 14154",60-3738232
8159756,"Bryant, Parker and Carrillo",7372,Software,10-Q,2023-05-03,SS,1231,588252657.0,981806818.0,,Maximilian Zobel,"Alameda de Jorge Medina 91 Apt. 62 , Ceuta, 50701",78-1447151
4867004,Dawson Group,6211,Security Brokers,10-K,2025-09-18,VT,0630,82246268.0,,17709.0,Natali Bohnbach B.A.,"Camino Óscar Rico 63, Alicante, 22396",44-2517765
1965230,Cagnotto-Ludovisi e figli,6141,Personal Credit,S-1,2023-11-15,NV,0930,123195723.0,119280349.0,49290.0,Gemma Thomson,"02744 Samantha Plain, West Edward, AL 99592",86-7590456
3246423,Renaud,6211,Security Brokers,10-K,2024-06-20,SD,1231,1355429195.0,9716208.0,9398.0,Ronaldo Morucci,"65 Gareth Curve, Lynchfort, E56 2ZA",41-9328427
4323363,Fabre Blot S.A.R.L.,6311,Insurance,10-K,2024-10-01,TA,0331,439344924.0,3580411243.0,30182.0,Anita Foscari,"Canale Claudia, 79, 03046, San Donato Val Di Comino (FR)",49-7236011
3685245,Minería TXPK S.L.,6199,Finance Services,10-K,2023-11-24,LA,1231,3545096190.0,105616650512.0,25211.0,Ing. Jurij Schuchhardt B.A.,"Adalbert-Heinz-Weg 4/5, 75440 Bad Freienwalde",33-5499677
4408282,María Ángeles Ballester Codina S.Com.,6035,Savings Institutions,S-1,2024-03-21,MB,0930,2368632878.0,9517359.0,40822.0,Michelle Petit,"83, boulevard Fernandez, 70970 Lopes",22-3221959
7635778,Mercier,6141,Personal Credit,S-1,2026-01-23,SD,1231,16343015907.0,17594959.0,46121.0,Louis Banks Jr.,"Borgo Durante, 67 Appartamento 15, 09047, Su Planu (CA)",39-2675617
7247450,Juanita Andrade Montalbán S.Coop.,6411,Insurance Agents,10-Q,2024-02-23,CT,0331,2327771331.0,9489530.0,8445.0,Joséphine Vaillant de Teixeira,"0 Karen Rue, New Abigail, G0G 7NR",64-5598122
6343575,Salinas-Taylor,6411,Insurance Agents,10-Q,20-Mar-2026,VC,0331,,1102467372.0,16556.0,Cynthia Mangold,"Ortmannweg 2/3, 68127 Paderborn",59-2726134
1426222,Kruschwitz,6141,Personal Credit,DEF 14A,2024-03-17,CH,0331,424143909.0,729933125.0,7944.0,Henriette Blin-Becker,"Susann-Heinrich-Straße 2, 36233 Main-Höchst",67-4834745
1075656,Infraestructuras Española S.A.,6020,Commercial Banking,DEF 14A,2023-09-02,MD,0630,55482724.0,33134487.0,43293.0,Philippine Martel,"Urbanización Sabina Carrera 2, La Rioja, 28144",78-5506019
3305668,Watts-Kelly,6211,Security Brokers,8-K,2025-06-25,RO,1231,,,12570.0,Eric Mckee,"Calle Sandra Morillo 33 Piso 4 , Cádiz, 44636",31-2776618
6936330,Colas,6035,Savings Institutions,13F-HR,2025-03-30,DE,0630,47426729690.0,6175718096.0,21799.0,Theodore Thompson,"Rambla Corona Ariño 45 Apt. 80 , Zaragoza, 03884",55-1166649
2578520,Etzler Weiß GmbH,6211,Security Brokers,8-K,2026-04-13,OH,0630,87664211.0,4731532746.0,47222.0,Lucia Modigliani,"Stretto Raffaello, 7, 45031, Arqua' Polesine (RO)",27-2683887
2762739,"Greenwood, Newman and Berry",7372,Software,8-K,2025-02-10,NC,0630,1260414058.0,25149284.0,,Marius Koch B.Eng.,"John-Nohlmans-Platz 8967, 38910 Wiedenbrück",95-1828280
8409097,Watts Group,6512,Real Estate,S-1,2025-12-17,MD,0331,1226333455.0,104466352.0,41843.0,Ing. Thilo Käster,"6, rue de Courtois, 41522 Gay",27-5377650
3128186,"Leopardi, Pareto e Mercantini SPA",6411,Insurance Agents,8-K,2024-01-03,RI,0930,,70229067.0,8654.0,Patrick Marques de Prévost,"Stretto Grasso, 529 Piano 7, 17019, Pero (SV)",29-2567399
4963902,Morales-Jones,6512,Real Estate,13F-HR,2025-03-10,RI,0930,1145759376.0,168182948.0,41225.0,Ernst Lorch,"94, avenue Delaunay, 43606 Barthelemy",96-6391124
2836456,Raimondi-Luria e figli,6512,Real Estate,DEF 14A,2025-04-17,IA,0630,297146330.0,49018948.0,48281.0,Lara Mercati,"chemin Cordier, 55997 Sainte Lorraine-la-Forêt",10-6075294
9105115,"Long, Green and Freeman",6512,Real Estate,S-1,2026-03-18,LC,1231,19633594.0,52653119388.0,28323.0,Fiona Owen,"Ingelore-Linke-Platz 6981, 74566 Scheinfeld",73-7412315
4326490,Johnson-Wu,7372,Software,10-Q,2025-08-08,TN,0630,292808387.0,,49697.0,Naomi Haynes,"2768 Nicole Tunnel Suite 397, North Bryantown, MO 38348",31-8214175
2598449,Infraestructuras Inteligentes S.L.,6211,Security Brokers,8-K,2024-01-17,PO,1231,3106018812.0,97504234.0,10924.0,Laura Peters,"Vicolo Versace, 53 Piano 7, 20834, Nova Milanese (MB)",53-8839488
5862643,Mitchell LLC,6512,Real Estate,S-1,2024-06-03,CA,0930,1109089064.0,2175460264.0,3807.0,Ms Josephine Kelly,"Vial de Rosaura Manso 513 Piso 6 , Albacete, 25279",76-6595931
7027672,Bonnin Chrétien S.A.S.,6512,Real Estate,13F-HR,23-Jul-2025,OK,0630,176713981.0,10202551.0,48469.0,Giulietta Metella-Angeli,"Ortrud-Hermighausen-Weg 7/2, 07185 Soest",79-3882262
8335722,Raynaud S.A.S.,6211,Security Brokers,13F-HR,2023-09-27,BG,0331,47441332.0,14593371.0,8895.0,Honoré Joubert,"Vial de Ramón Tejedor 75 Piso 4 , León, 28611",61-3884021
9521406,Weitzel Wirth GmbH & Co. KG,6020,Commercial Banking,8-K,05-Jul-2023,DE,0331,79006090.0,,31655.0,,"Via Ricciotti, 6 Piano 9, 20007, Cornaredo (MI)",26-3823299
6119459,Adkins-Buchanan,6211,Security Brokers,10-Q,2023-12-06,AS,0930,202155105.0,36126454.0,48357.0,Gianna Castelli,"82187 Wilson Mountain Suite 563, Annemouth, NC 67265",57-2344745
7573147,Verdone s.r.l.,7372,Software,10-Q,2025-03-01,PW,0630,173572980.0,1822043674.0,11362.0,Thibault Riou de Lelièvre,"Viale Celentano, 613 Appartamento 6, 16044, Monleone (GE)",33-6878116
2783242,Ferragamo-Baglioni SPA,6020,Commercial Banking,DEF 14A,2024-04-01,RA,0630,565975059.0,,23162.0,Dipl.-Ing. Selma Henck,"36, rue Thérèse Tessier, 54445 Menard",94-7807103
6031079,Guillet S.A.R.L.,6141,Personal Credit,S-1,2023-06-29,CN,0630,1838815293.0,653563287.0,,,"63 Victor Wells, Edwardsside, L2 3AA",80-7898609
5227053,Scarpetta-Crespi SPA,6159,Federal-Sponsored Credit,10-Q,10-Jan-2025,WA,1231,,344356891.0,5990.0,Joseph-Christophe Lenoir,"Johanna-Fischer-Gasse 7564, 90138 Brandenburg",31-3726721
5589021,"Pickering, Harrison and Pearce",6159,Federal-Sponsored Credit,10-K,2023-10-11,AZ,0930,103090748.0,,37387.0,Kayla Thornton,"68366 James Place, Benjaminhaven, MA 89833",83-3936064
1192009,Hamilton-Gates,7372,Software,10-K,2025-01-13,CA,0331,16458107479.0,425498235.0,25898.0,,"Flat 02i, Burke Mountain, Ritaton, S4 3XJ",31-8438749
3254503,Mercati e figli,6020,Commercial Banking,S-1,2024-02-28,NU,0331,387720728.0,,66.0,Carla Priego Valdés,"Paseo de Mariano Izquierdo 14 Piso 4 , Valladolid, 12176",43-6749403
7061717,"Ciampi, Pisacane e Riccardi e figli",6020,Commercial Banking,S-1,2025-03-13,PR,0630,125112359.0,488050272.0,12181.0,Slavica Wulf B.A.,"63360 Dawn Drives, Anitabury, GU 01230",18-9006323
1659984,Collodi-Interminelli e figli,6199,Finance Services,10-K,2024-09-16,LA,0630,457841896.0,327124993.0,40323.0,Laure Blanc de Berthelot,"04675 Jay Trail Apt. 353, West Natashashire, PR 45526",19-1837220
4684377,Tecnologías YEKX S.A.,6035,Savings Institutions,10-Q,2025-01-06,NM,0930,58710263.0,203751940.0,13209.0,Gregory Garcia,"59483 Andrea Square, Gutierrezhaven, MH 23029",78-3980247
3689758,Bianchi-Rossellini Group,6141,Personal Credit,8-K,2025-02-09,LA,0331,30807834904.0,824844599.0,6187.0,Joshua Medina,"Ali-Röhricht-Weg 1, 60607 Darmstadt",21-4727776
1097123,Peron,6311,Insurance,13F-HR,2025-04-25,AS,1231,160766845.0,491701422.0,27566.0,Célina-Jeanne Navarro,"Vicolo Lando, 5, 22043, Solbiate (CO)",12-9873077
8741067,"Scott, Johnson and Sharp",6141,Personal Credit,S-1,2026-02-02,MI,1231,475759906.0,7579803.0,21045.0,Dr Eileen Stephenson,"Strada Gioffre, 988 Piano 8, 34133, Trieste (TS)",61-5714172
2860547,"Ortiz, Miller and Nelson",6311,Insurance,13F-HR,2026-04-26,PA,0331,593831844.0,555152134.0,3647.0,Anastasie Voisin du Lambert,"Nicole-Wulf-Platz 22/26, 13454 Badibling",70-8313632
7558588,Pölitz Sauer GmbH,6141,Personal Credit,8-K,21-Apr-2025,VV,0630,1063299572.0,66206978.0,46496.0,Bertrand Bègue,"Calle de Rolando Espinosa 553, Segovia, 24783",77-6938942
1247050,Banca Privada TNIS S.A.,6020,Commercial Banking,DEF 14A,2026-02-28,OK,0930,,5206112736.0,15009.0,Mr Kenneth Ali,"65, boulevard Brigitte Nicolas, 77333 Françoisnec",69-3910245
5552948,Weihmann Stiftung & Co. KG,6159,Federal-Sponsored Credit,S-1,2025-05-28,MI,1231,131790432.0,760550011.0,,Tilmann Täsche,"Studio 17J, Anne Ports, East Victoria, HD8 6XY",66-8140562
4740168,"King, Evans and Ward",6141,Personal Credit,13F-HR,2025-09-08,TN,1231,271900768.0,198531033.0,13523.0,Teresa Sanders-Palmer,"Acceso de Almudena Esteban 87 Piso 9 , Madrid, 34460",35-7884809
1208554,Marrone e figli,6035,Savings Institutions,13F-HR,2025-07-12,WA,0930,,109072182.0,18604.0,Steven Orozco,"530, chemin Poirier, 52997 Saint Aurélie",21-8302666
3302117,Pavarotti-Acerbi e figli,6199,Finance Services,10-Q,2024-10-31,GA,1231,151738171.0,2046208.0,25549.0,Wálter Echeverría Galindo,"02855 Vargas Plain, East Emilyshire, VT 81022",54-5630877
2951260,Smith-Zamora,6199,Finance Services,13F-HR,2025-12-20,VA,0630,26477332.0,181897161.0,30181.0,Auguste Coulon,"49 Thomas Motorway, Mohammedshire, E8 9HL",32-8783319
7515624,Bonnet Peltier SARL,6411,Insurance Agents,DEF 14A,2024-11-20,TS,0930,104892216.0,,31285.0,Coluccio Priuli-Foconi,"Strada Ermenegildo, 61, 17052, Borghetto Santo Spirito (SV)",63-1530933
4496845,Loida Sevilla Sabater S.A.,6311,Insurance,8-K,2025-06-20,ID,0930,1784892228.0,159014722.0,11850.0,Livio Eco-Campise,"57976 Christopher Loop Suite 541, Port Chadborough, AZ 06159",89-1755023
8190159,Monicelli-Bajardi Group,6199,Finance Services,10-K,2023-05-14,PC,0331,1861260.0,320051235.0,21532.0,Gabriel Briand du Rousset,"86, rue Duhamel, 84411 Delaunay-sur-Mer",53-2679177
8405132,Bentley Inc,6512,Real Estate,10-K,2026-03-20,LA,1231,4852427.0,3701904212.0,32451.0,,"843 Joseph Street, West Sara, SC 30868",89-4167297
6029469,Scott-Riley,6141,Personal Credit,13F-HR,2026-01-03,DE,0630,156836961.0,7238119.0,2748.0,Dean Roberts,"Via de Gisela Téllez 72, Castellón, 51938",31-5815583
4677442,Barber LLC,6512,Real Estate,S-1,2026-04-17,AZ,0930,473889501.0,389806862.0,17522.0,Alix Da Costa du Auger,"Via Marangoni, 48, 11024, Ussel (AO)",44-2304754
3822234,Borzomì-Moresi s.r.l.,6411,Insurance Agents,10-Q,2025-12-30,WV,0930,156677183.0,3500158752.0,22682.0,Carina Maite Manrique Rosselló,"Ronda de Marcelino Galindo 29, La Coruña, 29530",64-6624412
9405102,Malipiero e figli,6159,Federal-Sponsored Credit,S-1,2024-12-02,CA,0930,322424479.0,1648867283.0,29451.0,Kaitlin Delgado,"Ekkehart-Süßebier-Gasse 7-5, 24159 Gütersloh",82-1180862
7021936,Guzman-Francis,6141,Personal Credit,8-K,2023-11-14,ME,0930,60080885.0,4847779006.0,48897.0,Charles White,"Canale Lauretta, 57 Piano 9, 12054, Cossano Belbo (CN)",38-7350181
8013238,Suarez & Asociados S.A.,6141,Personal Credit,DEF 14A,2024-01-23,MT,1231,,581228722.0,18457.0,Valerie Adams-Taylor,"Pasadizo de Teobaldo Roca 46 Piso 3 , Vizcaya, 03989",98-8845202
4319539,Industrias QV S.Coop.,6141,Personal Credit,DEF 14A,2024-02-11,FM,0331,1638504515.0,1011434665.0,48149.0,,"25, avenue de Royer, 51665 Bernier",44-2060643
1053903,"Carroll, Reid and Cooper",6020,Commercial Banking,DEF 14A,2023-08-05,PA,0930,5774738129.0,573772918.0,14935.0,Yves Michel,"Babett-Hecker-Platz 15-32, 87895 Dachau",74-6657548
9081732,Schulz Stiftung & Co. KG,6211,Security Brokers,13F-HR,2025-01-22,GU,0930,349674701.0,12295983356.0,11478.0,Adelaida Sarita Bravo Macías,"64, avenue Henri Marchand, 64577 Saint Marcelboeuf",21-7556784
4933516,Hnos Lobo S.L.N.E,6199,Finance Services,8-K,2024-09-25,TR,1231,3322478186.0,21466626.0,2180.0,Fabio Michelangeli,"Piazza Emilio, 96 Appartamento 62, 12045, San Sebastiano (CN)",84-4697270
9952834,"Prati, Sobrero e Trillini s.r.l.",6411,Insurance Agents,10-K,2024-06-07,IM,0930,108498142.0,24114147.0,44087.0,Mrs Susan Gregory,"Klaudia-Löwer-Weg 8-3, 51992 Euskirchen",64-1837366
9199507,"Surian, Zaccardo e Peranda Group",6199,Finance Services,13F-HR,2024-07-05,TN,0331,955297391.0,225356332.0,48352.0,Jorge Vallés,"Urbanización de Roberta Mate 1, Granada, 23391",22-5925790
8643879,Graf AG & Co. OHG,6159,Federal-Sponsored Credit,DEF 14A,2025-05-31,PT,0930,251239423.0,31493141584.0,18125.0,Ana Casas Lillo,"43, boulevard de Aubert, 35793 Colas-sur-Thierry",37-8667798
7646785,Peron et Fils,6020,Commercial Banking,13F-HR,2023-08-08,SC,0331,5247237758.0,2195603235.0,5447.0,Sandra Comisso-Tornatore,"Karl-Peter-Mude-Straße 965, 40574 Günzburg",79-8572769
7973244,Filippelli Group,6211,Security Brokers,8-K,2025-07-13,CH,0331,295591641.0,1705015753.0,30678.0,Ascensión Daniela Palacios Toro,"1 Ahmed Cove, Ellieland, CF8B 3XG",26-7504517
7780212,Figuerola y Gibert S.A.,6159,Federal-Sponsored Credit,DEF 14A,13-Oct-2025,UD,1231,475469680.0,15556252.0,24150.0,Ermanno Storladi,"Calle Jesusa Fernández 2, Sevilla, 14466",
2461763,"Salvini, Zecchini e Savorgnan Group",6199,Finance Services,DEF 14A,2026-01-01,CR,0930,48394527.0,19268641.0,33966.0,Mary Ferguson-West,"Flat 99J, Pope Mountains, Harveyshire, W0G 6DH",87-1563010
3502367,María Manuela Amorós Batlle S.L.U.,6020,Commercial Banking,S-1,2026-04-23,TO,0331,2388448479.0,,45648.0,Monica Marazzi,"1, chemin Lopes, 37411 Lecoqdan",31-2845435
9674209,Bloch GmbH & Co. KG,6020,Commercial Banking,8-K,2025-06-04,AR,0930,31416364.0,48123648.0,2737.0,Thérèse Maréchal,"82762 Daniel Plaza Suite 765, Johntown, IL 33960",99-8623936
7460213,Johnson-Taylor,6512,Real Estate,10-K,2026-04-26,BO,0930,3705502094.0,288728368.0,,Alyssa Whitney,"Incrocio Amato, 7 Piano 1, 10061, Cavour (TO)",40-7095849
8187437,Lacombe,6311,Insurance,10-K,2025-07-23,KR,0930,1112593953.0,1383893282.0,2442.0,María José Perera Matas,"93793 Ramos Track, Foleymouth, AS 21456",39-5160391
5479668,Roht,6411,Insurance Agents,S-1,2026-03-01,KS,0630,,31987321.0,13896.0,Nils Aumann,"63, avenue Noël Becker, 48476 Wagner",13-7649784
8382505,Mcmahon-Becker,6411,Insurance Agents,13F-HR,2025-03-10,IS,0630,59971091.0,69086000.0,1508.0,Sig. Dante Salata,"Kadeweg 9-4, 83697 Bernburg",61-8902122
3275650,Perrot SA,6035,Savings Institutions,10-Q,2023-08-16,TN,0630,1558744975.0,303374291.0,27616.0,Miss Sharon Saunders,"26, rue Thomas Leroy, 11840 Guilbert",62-8975467
5717908,Simpson PLC,7372,Software,10-K,2024-01-12,BT,1231,3903180554.0,64266460.0,33597.0,Christian Martin,"Piazza Azeglio, 7 Appartamento 9, 67068, Cappelle (AQ)",67-9524255
8229435,Pruvost Alexandre SARL,6512,Real Estate,8-K,2024-04-20,MP,0630,140694564.0,1873747634.0,32974.0,Mariana Brunelleschi,"rue Pasquier, 40968 Sainte Nicole",52-1783342
8897508,Brooks-Brennan,6311,Insurance,10-Q,2024-04-29,PE,0331,37334370.0,192566626.0,13442.0,Eugene Robinson,"55, chemin Weber, 64156 Sainte Arnaude",48-3838033
9450935,Guariento e figli,6512,Real Estate,S-1,2024-10-03,SV,0331,182680561.0,270767520.0,1627.0,,"5, boulevard de Reynaud, 97375 Fleury-sur-Dias",
6413216,Lachmann KG,6211,Security Brokers,10-K,2024-02-06,BO,0930,7655350706.0,388299762.0,37471.0,,"Hettnerstraße 2-2, 84810 Vohenstrauß",27-3332014
